Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-11-30, 12:57:50, 00:04:36, 276.506, 25.950, 28.509, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:58:18, 00:05:05, 305.015, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:58:18, 00:05:05, 305.015, 4.980, 5.774, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:58:24, 00:05:10, 310.788, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:58:24, 00:05:10, 310.788, 4.331, 5.140, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:58:29, 00:05:15, 315.928, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:58:29, 00:05:15, 315.928, 55.842, 97.498, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:00:06, 00:06:53, 413.426, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 13:00:06, 00:06:53, 413.426, 12.912, 15.214, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 13:00:22, 00:07:08, 428.640, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
